plugin_id,plugin_type,plugin_name,plugin_status,actionability_state,recommendation_count,actionable_via_discovery,reason_code,reason_code_detail,recommended_next_step,next_step_lane_id,expected_post_state,finding_count,finding_kind_preview,plugin_summary
analysis_constrained_clustering_cop_kmeans_v1,analysis,Constrained Clustering (COP-KMeans),ok,actionable,1,True,,,,already_actionable,actionable,3,actionable_ops_lever,Clustered 3 module groups with constraints
analysis_constraints_violation_detector_v1,analysis,analysis_constraints_violation_detector_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed invariant constraint violations.
analysis_control_chart_cusum,analysis,Control Chart Cusum,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,CUSUM alarms detected
analysis_control_chart_ewma,analysis,Control Chart Ewma,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,EWMA alarms detected
analysis_control_chart_individuals,analysis,Control Chart Individuals,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Individuals chart alarms detected
analysis_control_chart_suite,analysis,Control Chart Suite,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Detected 30 control-chart alarms.
analysis_copula_dependence,analysis,Copula Dependence,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Copula dependence screen complete
analysis_cur_decomposition_explain_v1,analysis,CUR Decomposition Explainability,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed CUR decomposition (rank=6)
analysis_cusum_on_model_residuals_v1,analysis,analysis_cusum_on_model_residuals_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed CUSUM on detrended residuals.
analysis_daily_pattern_alignment_dtw_v1,analysis,Daily Pattern Alignment (DTW),ok,actionable,4,True,,,,already_actionable,actionable,10,actionable_ops_lever,Computed DTW distances for 20 processes
analysis_density_clustering_hdbscan_v1,analysis,Density Clustering (HDBSCAN),ok,actionable,1,True,,,,already_actionable,actionable,20,actionable_ops_lever,HDBSCAN clustered 5000 entities into 110 clusters
analysis_dependency_community_leiden_v1,analysis,Dependency Community Detection (Leiden),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_dependency_community_leiden_v1 observation [NO_DECISION_SIGNAL]: No transition edges found (graph empty)
analysis_dependency_community_louvain_v1,analysis,Dependency Community Detection (Louvain),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_dependency_community_louvain_v1 observation [NO_DECISION_SIGNAL]: No transition edges found (graph empty)
analysis_dependency_critical_path_v1,analysis,Dependency Critical Path (Proxy),ok,actionable,1,True,,,,already_actionable,actionable,1,dependency_critical_path,Computed dependency critical path proxy
analysis_dependency_graph_change_detection,analysis,Dependency Graph Change Detection,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Dependency graph change detection complete
analysis_dependency_resolution_join,analysis,Dependency Resolution Join,ok,actionable,1,True,,,,already_actionable,actionable,1,dependency_lag_summary,Computed dependency lag distribution
analysis_determinism_discipline,analysis,Determinism Discipline,ok,actionable,1,True,,,,already_actionable,actionable,1,determinism_discipline_summary,Checked measurement_type discipline
analysis_diffusion_maps_manifold_v1,analysis,Diffusion Maps Manifold Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed diffusion maps manifold embedding
analysis_dirichlet_multinomial_categorical_overdispersion_v1,analysis,analysis_dirichlet_multinomial_categorical_overdispersion_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed categorical overdispersion proxy.
analysis_discrete_event_queue_simulator_v1,analysis,Discrete-Event Queue Simulator,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,Simulation complete
analysis_distance_correlation_screen_v1,analysis,analysis_distance_correlation_screen_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,No actionable result: quadratic_cap_exceeded
analysis_distance_covariance_dependence_v1,analysis,analysis_distance_covariance_dependence_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed distance covariance dependence test.
analysis_distribution_drift_suite,analysis,Distribution Drift Suite,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Detected 30 drift findings.
analysis_distribution_shift_wasserstein_v1,analysis,Distribution Shift (Wasserstein/EMD),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_distribution_shift_wasserstein_v1 observation [NO_DECISION_SIGNAL]: No numeric values for shift analysis
analysis_dmd_koopman_modes_v1,analysis,Dynamic Mode Decomposition Koopman Modes,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed DMD over 12000 observations
analysis_dp_gmm,analysis,DP GMM,ok,actionable,1,True,,,,already_actionable,actionable,2,cluster,Computed DP GMM clusters
analysis_drift_adwin,analysis,Drift Adwin,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,ADWIN drift check complete
analysis_dynamic_close_detection,analysis,Dynamic Close Window Detection,ok,actionable,5,True,,,,already_actionable,actionable,8,close_cycle_roll;close_cycle_indicators,Detected 7 accounting-month roll events using Accounting Month params.
analysis_ebm_action_verifier_v1,analysis,EBM Action Verifier (Kona Layer),ok,actionable,1,True,,,,already_actionable,actionable,5,verified_action,Verified 5 actions
analysis_effect_size_report,analysis,Effect Size Report,ok,actionable,1,True,,,,already_actionable,actionable,9,plugin_observation,Effect size report generated
analysis_elastic_net_regularized_glm_v1,analysis,analysis_elastic_net_regularized_glm_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,Elastic Net regularized regression identified an optimization candidate
analysis_empirical_bayes_shrinkage_v1,analysis,Empirical Bayes Shrinkage Rankings,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_empirical_bayes_shrinkage_v1 observation [NO_DECISION_SIGNAL]: No per-process numeric stats available for shrinkage
analysis_energy_distance_two_sample_v1,analysis,analysis_energy_distance_two_sample_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed energy-distance two-sample test.
analysis_event_count_bocpd_poisson,analysis,Event Count Bocpd Poisson,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,BOCPD Poisson scan complete
analysis_evt_gumbel_tail,analysis,Evt Gumbel Tail,ok,actionable,1,True,,,,already_actionable,actionable,5,plugin_observation,EVT Gumbel tail analysis complete
analysis_evt_peaks_over_threshold,analysis,Evt Peaks Over Threshold,ok,actionable,1,True,,,,already_actionable,actionable,4,plugin_observation,EVT POT analysis complete
analysis_factor_analysis_auto,analysis,Factor Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,factor_analysis_auto,Factor/PCA summary computed
analysis_factor_rotation_varimax_v1,analysis,analysis_factor_rotation_varimax_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed varimax rotation diagnostics.
analysis_fisher_exact_enrichment_v1,analysis,analysis_fisher_exact_enrichment_v1,ok,actionable,1,True,,,,already_actionable,actionable,21,plugin_observation,Computed Fisher enrichment scan.
analysis_frequent_directions_cov_sketch_v1,analysis,Frequent Directions Covariance Sketch,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Built covariance sketch with Frequent Directions
analysis_frequent_itemsets_fpgrowth_v1,analysis,Frequent Param Sets (FP-Growth),ok,actionable,1,True,,,,already_actionable,actionable,10,actionable_ops_lever,"Computed fallback frequent pair itemsets (10 rows) because matrix too large for exact fpgrowth (entities=120000, items=120); using deterministic pair-support fallback"
analysis_fused_lasso_trend_filtering_v1,analysis,analysis_fused_lasso_trend_filtering_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed trend filtering breakpoints.
analysis_gam_spline_regression_v1,analysis,analysis_gam_spline_regression_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed spline regression diagnostics.
analysis_garch_volatility_shift_v1,analysis,analysis_garch_volatility_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed volatility shift ratio.
analysis_gaussian_copula_shift,analysis,Gaussian Copula Shift,ok,actionable,1,True,,,,already_actionable,actionable,5,dependence_shift,Computed copula shift
analysis_gaussian_knockoffs,analysis,Gaussian Knockoffs,ok,actionable,1,True,,,,already_actionable,actionable,42,feature_discovery,Computed knockoff selection
analysis_gaussian_process_regression_v1,analysis,analysis_gaussian_process_regression_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,Gaussian process regression identified an optimization candidate
analysis_geometric_median_multivariate_location_v1,analysis,analysis_geometric_median_multivariate_location_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,No actionable result: quadratic_cap_exceeded
analysis_ges_score_based_causal_v1,analysis,GES-style Score-based Causal Graph,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Built GES-style graph with 1 edges
analysis_granger_causality_v1,analysis,analysis_granger_causality_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_granger_causality_v1 observation [PREREQUISITE_UNMET]: Granger-style temporal dependency not applicable: modeled gain is below configured actionability thresholds
analysis_graph_assortativity_shift_v1,analysis,analysis_graph_assortativity_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed graph assortativity shift.
analysis_graph_min_cut_partition_v1,analysis,Graph Minimum Cut Partition,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_graph_min_cut_partition_v1 observation [NO_DECISION_SIGNAL]: No transition edges found (graph empty)
analysis_graph_motif_triads_shift_v1,analysis,analysis_graph_motif_triads_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed graph triad motif drift.
analysis_graph_pagerank_hotspots_v1,analysis,analysis_graph_pagerank_hotspots_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed graph PageRank hotspots.
analysis_graph_topology_curves,analysis,Graph Topology Curves,ok,actionable,1,True,,,,already_actionable,actionable,1,topology,Computed topology curves (sampled 2000 of 435616)
analysis_graphical_lasso_dependency_network,analysis,Graphical Lasso Dependency Network,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Graphical lasso network complete
analysis_haar_wavelet_transient_detector_v1,analysis,analysis_haar_wavelet_transient_detector_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed Haar wavelet transient metrics.
analysis_hawkes_self_exciting,analysis,Hawkes Self Exciting,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Hawkes-style clustering check complete
analysis_heavy_tail_index_hill_v1,analysis,analysis_heavy_tail_index_hill_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,No actionable result: insufficient_positive_samples
analysis_higuchi_fractal_dimension_v1,analysis,analysis_higuchi_fractal_dimension_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed Higuchi fractal dimension.
analysis_hmm_latent_state_sequences,analysis,Hmm Latent State Sequences,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Latent state sequence complete
analysis_hold_time_attribution_v1,analysis,Hold Time Attribution,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed hold vs eligible-wait attribution (no dominant hold candidates)
analysis_hsic_independence_screen_v1,analysis,HSIC Nonlinear Dependence Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Scored HSIC for 21 feature pairs
analysis_hurst_exponent_long_memory_v1,analysis,analysis_hurst_exponent_long_memory_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed Hurst exponent long-memory diagnostics.
analysis_ica_source_separation_v1,analysis,analysis_ica_source_separation_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed ICA/PCA source separation.
analysis_icp_invariant_causal_prediction_v1,analysis,Invariant Causal Prediction Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Evaluated invariance for 0 features
analysis_ideaspace_action_planner,analysis,Ideaspace Action Planner,ok,actionable,1,True,,,,already_actionable,actionable,5,ideaspace_action,Generated 5 deterministic action recommendations.
analysis_ideaspace_energy_ebm_v1,analysis,Ideaspace Energy EBM (Kona Layer),ok,actionable,1,True,,,,already_actionable,actionable,1,ideaspace_energy,Computed ideaspace energy and breakdown.
analysis_ideaspace_normative_gap,analysis,Ideaspace Normative Gap,ok,actionable,1,True,,,,already_actionable,actionable,21,ideaspace_gap,"Computed ideaspace vectors, ideal reference, and gap vectors."
analysis_isolation_forest,analysis,Isolation Forest,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Detected 30 anomalies.
analysis_isolation_forest_anomaly,analysis,Isolation Forest Anomaly,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Detected 30 anomalies.
analysis_issue_cards_v2,analysis,Issue Cards v2,ok,actionable,1,True,,,,already_actionable,actionable,1,issue_cards_summary,Built 1 issue cards
analysis_kernel_two_sample_mmd,analysis,Kernel Two Sample Mmd,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Kernel MMD computed
analysis_kingman_vut_approx,analysis,Kingman Vut Approx,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Kingman VUT approximation complete
analysis_knn_graph_two_sample_test_v1,analysis,kNN Graph Two-sample Test,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Completed kNN graph two-sample test
analysis_knockoff_wrapper_rf,analysis,Knockoff Wrapper RF,ok,actionable,1,True,,,,already_actionable,actionable,42,feature_discovery,Computed RF knockoff selection
analysis_ksd_stein_discrepancy_anomaly_v1,analysis,KSD Stein Discrepancy Anomaly,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed KSD anomaly ratio
analysis_lagged_predictability_test,analysis,Lagged Predictability Test,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Lagged predictability check complete
analysis_lingam_causal_discovery_v1,analysis,LiNGAM-style Causal Discovery,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Estimated LiNGAM-style edge hypotheses (8 edges)
analysis_littles_law_consistency,analysis,Littles Law Consistency,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Little's Law check complete
analysis_local_outlier_factor,analysis,Local Outlier Factor,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,LOF analysis complete
analysis_log_template_drain,analysis,Log Template Drain,ok,actionable,1,True,,,,already_actionable,actionable,20,plugin_observation,Extracted 4392 templates.
analysis_log_template_mining_drain,analysis,Log Template Mining (Drain),ok,actionable,1,True,,,,already_actionable,actionable,20,plugin_observation,Extracted 4392 templates.
analysis_lomb_scargle_periodogram_v1,analysis,analysis_lomb_scargle_periodogram_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed periodicity scan.
analysis_mann_kendall_trend_test_v1,analysis,analysis_mann_kendall_trend_test_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed Mann-Kendall trend statistics.
analysis_map_permutation_test_karniski,analysis,Map Permutation Test Karniski,ok,actionable,1,True,,,,already_actionable,actionable,1,map_permutation_test_karniski,Karniski-style permutation test computed
analysis_marked_point_process_intensity_v1,analysis,analysis_marked_point_process_intensity_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed marked point-process intensity metrics.
analysis_markov_transition_shift,analysis,Markov Transition Shift,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Markov transition shift complete
analysis_matrix_profile_motifs_discords,analysis,Matrix Profile Motifs Discords,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Matrix profile scan complete
analysis_message_entropy_drift,analysis,Message Entropy Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Message entropy drift complete
analysis_mice_imputation_chained_equations_v1,analysis,analysis_mice_imputation_chained_equations_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,MICE chained imputation identified an optimization candidate
analysis_minimum_covariance_determinant_v1,analysis,analysis_minimum_covariance_determinant_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,Minimum covariance determinant identified an optimization candidate
analysis_mixed_effects_hierarchical_v1,analysis,analysis_mixed_effects_hierarchical_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_mixed_effects_hierarchical_v1 observation [PREREQUISITE_UNMET]: Mixed-effects hierarchical model not applicable: modeled gain is below configured actionability thresholds
analysis_monte_carlo_surface_uncertainty,analysis,Monte Carlo Surface Uncertainty,ok,actionable,1,True,,,,already_actionable,actionable,1,monte_carlo_surface_uncertainty,Monte Carlo uncertainty iterations=200
analysis_multicollinearity_vif_screen_v1,analysis,analysis_multicollinearity_vif_screen_v1,ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,Computed VIF multicollinearity diagnostics.
analysis_multiple_testing_fdr,analysis,Multiple Testing Fdr,ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,FDR screening completed
analysis_multiscale_entropy_mse_v1,analysis,analysis_multiscale_entropy_mse_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,Computed multiscale entropy profile.
analysis_multivariate_changepoint_pelt,analysis,Multivariate Changepoint (PELT),ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,Detected 2 changepoints.
analysis_multivariate_control_charts,analysis,Multivariate Control Charts,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,Detected 30 multivariate shifts.
analysis_multivariate_ewma_control,analysis,Multivariate Ewma Control,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Multivariate MEWMA control complete
analysis_multivariate_t2_control,analysis,Multivariate T2 Control,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Multivariate T² control complete
analysis_mutual_information_screen,analysis,Mutual Information Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Mutual information screen complete
analysis_negative_binomial_overdispersion_v1,analysis,analysis_negative_binomial_overdispersion_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,Computed negative-binomial overdispersion metrics.
analysis_neural_additive_model_nam_v1,analysis,Neural Additive Model Approximation,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed NAM-style additive effect proxy
analysis_node2vec_graph_embedding_drift_v1,analysis,Node2Vec-style Graph Embedding Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,analysis_node2vec_graph_embedding_drift_v1 observation [NO_DECISION_SIGNAL]: Need process sequence data for node embeddings
analysis_nonnegative_matrix_factorization_v1,analysis,analysis_nonnegative_matrix_factorization_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,Non-negative matrix factorization identified an optimization candidate
analysis_normalizing_flow_density_v1,analysis,Normalizing Flow Density Approximation,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,Computed normalizing-flow-like density proxy
analysis_notears_linear,analysis,NOTEARS Linear,ok,actionable,1,True,,,,already_actionable,actionable,6,graph_edge,Estimated graph
analysis_one_class_svm,analysis,One Class Svm,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,One-class SVM analysis complete
analysis_online_conformal_changepoint,analysis,Online Conformal Changepoint,ok,actionable,1,True,,,,already_actionable,actionable,2,changepoint,Detected changepoints
