plugin_id,plugin_type,plugin_name,plugin_status,actionability_state,recommendation_count,actionable_via_discovery,reason_code,reason_code_detail,recommended_next_step,next_step_lane_id,expected_post_state,finding_count,finding_kind_preview,plugin_summary
analysis_close_cycle_change_point_v1,analysis,Close Cycle Change Point (Heuristic),ok,actionable,3,True,,,,already_actionable,actionable,1,close_cycle_change_point,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_contention,analysis,Close Cycle Contention Analysis,ok,actionable,1,True,,,,already_actionable,actionable,25,close_cycle_contention,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_duration_shift,analysis,Close Cycle Duration Shift Analysis,ok,actionable,5,True,,,,already_actionable,actionable,5,close_cycle_duration_shift;spillover_past_eom,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_revenue_compression,analysis,Close Cycle Revenue Compression,ok,actionable,1,True,,,,already_actionable,actionable,1,close_cycle_revenue_compression,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_start_backtrack_v1,analysis,Close Cycle Start Backtrack v1,ok,actionable,5,True,,,,already_actionable,actionable,365,close_cycle_start_backtracked,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_uplift,analysis,Close Cycle Uplift Analysis,ok,actionable,1,True,,,,already_actionable,actionable,5,close_cycle_share_shift,REUSED from dryrun_debug_20260221T1630Z
analysis_close_cycle_window_resolver,analysis,Close Cycle Window Resolver,ok,actionable,5,True,,,,already_actionable,actionable,366,close_cycle_window_resolved;close_cycle_indicators,REUSED from dryrun_debug_20260221T1630Z
analysis_cluster_analysis_auto,analysis,Cluster Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,cluster_analysis_auto,REUSED from dryrun_debug_20260221T1630Z
analysis_competing_risks_cif_v1,analysis,analysis_competing_risks_cif_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_concurrency_reconstruction,analysis,Concurrency Reconstruction,ok,actionable,1,True,,,,already_actionable,actionable,2,concurrency_summary,REUSED from dryrun_debug_20260221T1630Z
analysis_conformal_feature_prediction,analysis,Conformal Feature Prediction,ok,actionable,1,True,,,,already_actionable,actionable,362,anomaly,REUSED from dryrun_debug_20260221T1630Z
analysis_conformance_alignments,analysis,Conformance Alignments,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_conformance_checking,analysis,Conformance Checking,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_constrained_clustering_cop_kmeans_v1,analysis,Constrained Clustering (COP-KMeans),ok,actionable,1,True,,,,already_actionable,actionable,3,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_constraints_violation_detector_v1,analysis,analysis_constraints_violation_detector_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_control_chart_cusum,analysis,Control Chart Cusum,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_control_chart_ewma,analysis,Control Chart Ewma,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_control_chart_individuals,analysis,Control Chart Individuals,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_control_chart_suite,analysis,Control Chart Suite,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_copula_dependence,analysis,Copula Dependence,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_cur_decomposition_explain_v1,analysis,CUR Decomposition Explainability,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_cusum_on_model_residuals_v1,analysis,analysis_cusum_on_model_residuals_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_daily_pattern_alignment_dtw_v1,analysis,Daily Pattern Alignment (DTW),ok,actionable,4,True,,,,already_actionable,actionable,10,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_density_clustering_hdbscan_v1,analysis,Density Clustering (HDBSCAN),ok,actionable,1,True,,,,already_actionable,actionable,20,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_dependency_community_leiden_v1,analysis,Dependency Community Detection (Leiden),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_dependency_community_louvain_v1,analysis,Dependency Community Detection (Louvain),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_dependency_critical_path_v1,analysis,Dependency Critical Path (Proxy),ok,actionable,1,True,,,,already_actionable,actionable,1,dependency_critical_path,REUSED from dryrun_debug_20260221T1630Z
analysis_dependency_graph_change_detection,analysis,Dependency Graph Change Detection,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_dependency_resolution_join,analysis,Dependency Resolution Join,ok,actionable,1,True,,,,already_actionable,actionable,1,dependency_lag_summary,REUSED from dryrun_debug_20260221T1630Z
analysis_determinism_discipline,analysis,Determinism Discipline,ok,actionable,1,True,,,,already_actionable,actionable,1,determinism_discipline_summary,REUSED from dryrun_debug_20260221T1630Z
analysis_diffusion_maps_manifold_v1,analysis,Diffusion Maps Manifold Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_dirichlet_multinomial_categorical_overdispersion_v1,analysis,analysis_dirichlet_multinomial_categorical_overdispersion_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_discrete_event_queue_simulator_v1,analysis,Discrete-Event Queue Simulator,ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_distance_correlation_screen_v1,analysis,analysis_distance_correlation_screen_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_distance_covariance_dependence_v1,analysis,analysis_distance_covariance_dependence_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_distribution_drift_suite,analysis,Distribution Drift Suite,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_distribution_shift_wasserstein_v1,analysis,Distribution Shift (Wasserstein/EMD),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_dmd_koopman_modes_v1,analysis,Dynamic Mode Decomposition Koopman Modes,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_dp_gmm,analysis,DP GMM,ok,actionable,1,True,,,,already_actionable,actionable,2,cluster,REUSED from dryrun_debug_20260221T1630Z
analysis_drift_adwin,analysis,Drift Adwin,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_dynamic_close_detection,analysis,Dynamic Close Window Detection,ok,actionable,5,True,,,,already_actionable,actionable,8,close_cycle_roll;close_cycle_indicators,REUSED from dryrun_debug_20260221T1630Z
analysis_ebm_action_verifier_v1,analysis,EBM Action Verifier (Kona Layer),ok,actionable,1,True,,,,already_actionable,actionable,5,verified_action,REUSED from dryrun_debug_20260221T1630Z
analysis_effect_size_report,analysis,Effect Size Report,ok,actionable,1,True,,,,already_actionable,actionable,9,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_empirical_bayes_shrinkage_v1,analysis,Empirical Bayes Shrinkage Rankings,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_energy_distance_two_sample_v1,analysis,analysis_energy_distance_two_sample_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_event_count_bocpd_poisson,analysis,Event Count Bocpd Poisson,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_evt_gumbel_tail,analysis,Evt Gumbel Tail,ok,actionable,1,True,,,,already_actionable,actionable,5,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_evt_peaks_over_threshold,analysis,Evt Peaks Over Threshold,ok,actionable,1,True,,,,already_actionable,actionable,4,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_factor_analysis_auto,analysis,Factor Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,factor_analysis_auto,REUSED from dryrun_debug_20260221T1630Z
analysis_factor_rotation_varimax_v1,analysis,analysis_factor_rotation_varimax_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_fisher_exact_enrichment_v1,analysis,analysis_fisher_exact_enrichment_v1,ok,actionable,1,True,,,,already_actionable,actionable,21,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_frequent_directions_cov_sketch_v1,analysis,Frequent Directions Covariance Sketch,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_frequent_itemsets_fpgrowth_v1,analysis,Frequent Param Sets (FP-Growth),ok,actionable,1,True,,,,already_actionable,actionable,10,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_fused_lasso_trend_filtering_v1,analysis,analysis_fused_lasso_trend_filtering_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_gam_spline_regression_v1,analysis,analysis_gam_spline_regression_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_garch_volatility_shift_v1,analysis,analysis_garch_volatility_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_gaussian_copula_shift,analysis,Gaussian Copula Shift,ok,actionable,1,True,,,,already_actionable,actionable,5,dependence_shift,REUSED from dryrun_debug_20260221T1630Z
analysis_gaussian_knockoffs,analysis,Gaussian Knockoffs,ok,actionable,1,True,,,,already_actionable,actionable,42,feature_discovery,REUSED from dryrun_debug_20260221T1630Z
analysis_geometric_median_multivariate_location_v1,analysis,analysis_geometric_median_multivariate_location_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_ges_score_based_causal_v1,analysis,GES-style Score-based Causal Graph,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_graph_assortativity_shift_v1,analysis,analysis_graph_assortativity_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_graph_min_cut_partition_v1,analysis,Graph Minimum Cut Partition,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_graph_motif_triads_shift_v1,analysis,analysis_graph_motif_triads_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_graph_pagerank_hotspots_v1,analysis,analysis_graph_pagerank_hotspots_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_graph_topology_curves,analysis,Graph Topology Curves,ok,actionable,1,True,,,,already_actionable,actionable,1,topology,REUSED from dryrun_debug_20260221T1630Z
analysis_graphical_lasso_dependency_network,analysis,Graphical Lasso Dependency Network,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_haar_wavelet_transient_detector_v1,analysis,analysis_haar_wavelet_transient_detector_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_hawkes_self_exciting,analysis,Hawkes Self Exciting,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_heavy_tail_index_hill_v1,analysis,analysis_heavy_tail_index_hill_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_higuchi_fractal_dimension_v1,analysis,analysis_higuchi_fractal_dimension_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_hmm_latent_state_sequences,analysis,Hmm Latent State Sequences,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_hold_time_attribution_v1,analysis,Hold Time Attribution,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_hsic_independence_screen_v1,analysis,HSIC Nonlinear Dependence Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_hurst_exponent_long_memory_v1,analysis,analysis_hurst_exponent_long_memory_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_ica_source_separation_v1,analysis,analysis_ica_source_separation_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_icp_invariant_causal_prediction_v1,analysis,Invariant Causal Prediction Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_ideaspace_action_planner,analysis,Ideaspace Action Planner,ok,actionable,2,True,,,,already_actionable,actionable,5,ideaspace_action,REUSED from dryrun_debug_20260221T1630Z
analysis_ideaspace_energy_ebm_v1,analysis,Ideaspace Energy EBM (Kona Layer),ok,actionable,1,True,,,,already_actionable,actionable,1,ideaspace_energy,REUSED from dryrun_debug_20260221T1630Z
analysis_ideaspace_normative_gap,analysis,Ideaspace Normative Gap,ok,actionable,1,True,,,,already_actionable,actionable,21,ideaspace_gap,REUSED from dryrun_debug_20260221T1630Z
analysis_isolation_forest,analysis,Isolation Forest,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_isolation_forest_anomaly,analysis,Isolation Forest Anomaly,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_issue_cards_v2,analysis,Issue Cards v2,ok,actionable,1,True,,,,already_actionable,actionable,1,issue_cards_summary,REUSED from dryrun_debug_20260221T1630Z
analysis_kernel_two_sample_mmd,analysis,Kernel Two Sample Mmd,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_kingman_vut_approx,analysis,Kingman Vut Approx,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_knn_graph_two_sample_test_v1,analysis,kNN Graph Two-sample Test,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_knockoff_wrapper_rf,analysis,Knockoff Wrapper RF,ok,actionable,1,True,,,,already_actionable,actionable,42,feature_discovery,REUSED from dryrun_debug_20260221T1630Z
analysis_ksd_stein_discrepancy_anomaly_v1,analysis,KSD Stein Discrepancy Anomaly,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_lagged_predictability_test,analysis,Lagged Predictability Test,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_lingam_causal_discovery_v1,analysis,LiNGAM-style Causal Discovery,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_littles_law_consistency,analysis,Littles Law Consistency,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_local_outlier_factor,analysis,Local Outlier Factor,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_log_template_drain,analysis,Log Template Drain,ok,actionable,1,True,,,,already_actionable,actionable,20,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_log_template_mining_drain,analysis,Log Template Mining (Drain),ok,actionable,1,True,,,,already_actionable,actionable,20,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_lomb_scargle_periodogram_v1,analysis,analysis_lomb_scargle_periodogram_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_mann_kendall_trend_test_v1,analysis,analysis_mann_kendall_trend_test_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_map_permutation_test_karniski,analysis,Map Permutation Test Karniski,ok,actionable,1,True,,,,already_actionable,actionable,1,map_permutation_test_karniski,REUSED from dryrun_debug_20260221T1630Z
analysis_marked_point_process_intensity_v1,analysis,analysis_marked_point_process_intensity_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_markov_transition_shift,analysis,Markov Transition Shift,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_matrix_profile_motifs_discords,analysis,Matrix Profile Motifs Discords,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_message_entropy_drift,analysis,Message Entropy Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_monte_carlo_surface_uncertainty,analysis,Monte Carlo Surface Uncertainty,ok,actionable,1,True,,,,already_actionable,actionable,1,monte_carlo_surface_uncertainty,REUSED from dryrun_debug_20260221T1630Z
analysis_multicollinearity_vif_screen_v1,analysis,analysis_multicollinearity_vif_screen_v1,ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_multiple_testing_fdr,analysis,Multiple Testing Fdr,ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_multiscale_entropy_mse_v1,analysis,analysis_multiscale_entropy_mse_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_multivariate_changepoint_pelt,analysis,Multivariate Changepoint (PELT),ok,actionable,1,True,,,,already_actionable,actionable,2,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_multivariate_control_charts,analysis,Multivariate Control Charts,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_multivariate_ewma_control,analysis,Multivariate Ewma Control,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_multivariate_t2_control,analysis,Multivariate T2 Control,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_mutual_information_screen,analysis,Mutual Information Screen,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_negative_binomial_overdispersion_v1,analysis,analysis_negative_binomial_overdispersion_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_neural_additive_model_nam_v1,analysis,Neural Additive Model Approximation,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_node2vec_graph_embedding_drift_v1,analysis,Node2Vec-style Graph Embedding Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_normalizing_flow_density_v1,analysis,Normalizing Flow Density Approximation,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_notears_linear,analysis,NOTEARS Linear,ok,actionable,1,True,,,,already_actionable,actionable,6,graph_edge,REUSED from dryrun_debug_20260221T1630Z
analysis_one_class_svm,analysis,One Class Svm,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_online_conformal_changepoint,analysis,Online Conformal Changepoint,ok,actionable,1,True,,,,already_actionable,actionable,2,changepoint,REUSED from dryrun_debug_20260221T1630Z
analysis_outlier_influence_cooks_distance_v1,analysis,analysis_outlier_influence_cooks_distance_v1,ok,actionable,1,True,,,,already_actionable,actionable,10,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_param_near_duplicate_minhash_v1,analysis,Param Near-Duplicate Detection (MinHash/LSH),ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
